GeneID,GeneName,p-value,log2FC
ENSG00000258065,AL122126.2,1,0.2
ENSG00000258076,CR383656.11,1,0
ENSG00000258083,OR9A4,1,0
ENSG00000258098,LINC02286,1,0
ENSG00000258099,ATXN2-AS,1,-1
ENSG00000258100,LINC02823,1,0
ENSG00000258102,MAP1LC3B2,0.007408057,1.3
ENSG00000258112,CCNG2P1,1,0
ENSG00000258116,PPIAP45,1,0
ENSG00000258118,PPIAP44,1,0
ENSG00000258123,LINC02444,1,-0.3
ENSG00000258133,AC025578.1,1,0
ENSG00000258134,AC016954.1,1,0.6
ENSG00000258135,LINC02396,1,0
ENSG00000258136,AC007622.2,0.618463359,-0.7
ENSG00000258137,AC079313.2,1,0.4
ENSG00000258144,LINC02406,1,0
ENSG00000258169,LINC00485,1,0
ENSG00000258183,LINC02392,9.36e-07,4.3
ENSG00000258204,AC008126.1,1,0.4
ENSG00000258206,AC137768.1,1,0
ENSG00000258220,LINC02424,1,0.2
ENSG00000258223,PRSS58,1,0
ENSG00000258227,CLEC5A,1,1.7
ENSG00000258231,AC020637.1,1,0
ENSG00000258239,MTND2P17,1,0
ENSG00000258240,AC002351.1,1.66e-08,-5.7
ENSG00000258245,RPL10P13,0.002623739,3.3
ENSG00000258262,AC063949.1,1,0
ENSG00000258274,AC012085.2,1,0
ENSG00000258275,OR7K1P,1,0
ENSG00000258279,LINC00592,0.621280712,0.8
ENSG00000258289,CHURC1,0.018135513,0.6
ENSG00000258292,LINC02410,1,0
ENSG00000258301,VASH1-AS1,0.526197648,1
ENSG00000258308,AC079907.2,1,0.9
ENSG00000258315,C17orf49,0.831840332,0.4
ENSG00000258320,AC090502.3,1,0
ENSG00000258325,ITFG2-AS1,1,-0.5
ENSG00000258331,LINC02461,1,0
ENSG00000258334,AC125611.4,0.878348542,-0.2
ENSG00000258343,AC090001.1,0.520661557,1
ENSG00000258350,SYF2P1,1,0
ENSG00000258360,NF1P12,1,0
ENSG00000258366,RTEL1,0.281661708,-0.7
ENSG00000258369,ADI1P3,1,0
ENSG00000258385,AL391516.1,1,0
ENSG00000258388,PPT2-EGFL8,0.833802713,0.3
ENSG00000258390,LINC02318,1,0.2
ENSG00000258397,BCAR1P1,1,0
ENSG00000258405,ZNF578,6.18e-10,5.5
ENSG00000258413,AL158801.2,1,0.5
ENSG00000258419,AC022469.1,1,0
ENSG00000258423,OR7E105P,1,0
ENSG00000258429,PDF,1,1
ENSG00000258431,AC004825.1,1,0
ENSG00000258436,RNASE12,1,0
ENSG00000258438,OR11K2P,1,0
ENSG00000258439,AC007956.2,0.924174872,-0.2
ENSG00000258441,LINC00641,0.884145089,0.1
ENSG00000258448,AL442663.2,1,0.2
ENSG00000258451,AL163636.2,1,-0.3
ENSG00000258453,OR11H2,1,0
ENSG00000258456,PTCD2P1,1,0
ENSG00000258460,AL355096.1,1,0
ENSG00000258464,AL160237.1,1,0
ENSG00000258468,OR11G1P,1,0.2
ENSG00000258471,AL161668.3,1,-0.4
ENSG00000258474,LINC02313,1,0.2
ENSG00000258476,LINC02207,1,0
ENSG00000258483,LINC02251,1,0
ENSG00000258484,SPESP1,0.785452759,-0.2
ENSG00000258489,AC027013.1,1,0
ENSG00000258494,OR11J5P,1,0
ENSG00000258498,DIO3OS,1,0.6
ENSG00000258499,LINC02287,1,-0.5
ENSG00000258501,EIF3LP1,1,0.2
ENSG00000258502,LINC02290,1,0
ENSG00000258505,AL442163.2,1,0
ENSG00000258510,AC007954.1,1,-0.7
ENSG00000258512,LINC00239,1,0
ENSG00000258525,AL049830.3,1,0
ENSG00000258532,LINC02305,1,0
ENSG00000258537,FRMD6-AS2,0.593602319,0.9
ENSG00000258537,FRMD6-AS2,0.593602319,0.9
ENSG00000258537,FRMD6-AS2,0.593602319,0.9
ENSG00000258545,RHOXF1-AS1,1,0.4
ENSG00000258546,CENPUP2,1,0
ENSG00000258548,LINC00645,1,0
ENSG00000258550,OR7E106P,1,0
ENSG00000258551,AC104035.1,1,0
ENSG00000258555,SPECC1L-ADORA2A,1,-0.5
ENSG00000258556,LINC02322,1,0.2
ENSG00000258562,AC106028.1,1,0
ENSG00000258564,OR4N1P,1,0
ENSG00000258567,DUX4L16,1,0
ENSG00000258572,AL133467.1,1,1
ENSG00000258573,AL163195.2,1,0
ENSG00000258583,LINC01500,0.07016398,-2.5
ENSG00000258584,FAM181A-AS1,1,0.4
ENSG00000258586,LINC02274,1,0.5
ENSG00000258587,AC006530.1,1,0
ENSG00000258588,TRIM6-TRIM34,1,0
ENSG00000258597,SERPINA2,1,0.2
ENSG00000258602,LINC01629,1,0
ENSG00000258609,LINC-ROR,1,0
ENSG00000258613,RPL21P7,1,0
ENSG00000258616,LINC02303,1,0.5
ENSG00000258618,RPL21P9,1,0
ENSG00000258619,AL136298.2,1,0
ENSG00000258625,OR11H5P,1,0.2
ENSG00000258630,LINC02292,1,0
ENSG00000258632,AC135626.1,1,0
ENSG00000258636,AL121821.2,0.085709042,-2.4
ENSG00000258639,AL359212.1,1,0
ENSG00000258640,RPL21P5,1,0
ENSG00000258641,OR4T1P,1,0
ENSG00000258643,BCL2L2-PABPN1,0.166766399,1.4
ENSG00000258644,SYNJ2BP-COX16,1,-0.6
ENSG00000258651,SEC23A-AS1,1,0
ENSG00000258658,AL139021.3,1,0.2
ENSG00000258659,TRIM34,1,1.6
ENSG00000258667,HIF1A-AS3,0.003590106,3.2
ENSG00000258673,LINC01397,1,0.9
ENSG00000258678,LINC02317,1,0
ENSG00000258681,AL355836.1,1,0
ENSG00000258684,BMS1P16,1,-0.4
ENSG00000258689,LINC01269,1,0.2
ENSG00000258700,LINC00871,1,0
ENSG00000258701,LINC00638,0.000269185,1.7
ENSG00000258705,AC245505.2,1,0
ENSG00000258708,SLC25A21-AS1,0.13795953,1.3
ENSG00000258710,LINC01193,1,0
ENSG00000258710,LINC01193,1,0
ENSG00000258713,C20orf141,1,0.5
ENSG00000258716,AL139193.2,1,0
ENSG00000258721,OR11H3P,1,0
ENSG00000258725,PRC1-AS1,0.392492214,1
ENSG00000258727,AL135999.1,0.771323347,-0.4
ENSG00000258730,ITPK1-AS1,1,0.5
ENSG00000258731,AL356020.1,1,0.4
ENSG00000258733,LINC02328,0.317442597,-1.3
ENSG00000258735,LINC00637,1,0
ENSG00000258738,AL121603.2,0.116526216,0.8
ENSG00000258742,LINC02833,1,0
ENSG00000258743,LINC02301,1,-0.3
ENSG00000258747,AL356022.1,1,0
ENSG00000258750,AL358335.1,1,0
ENSG00000258758,AL137100.1,0.888674271,0.3
ENSG00000258762,MTND4P33,1,0
ENSG00000258766,DIO2-AS1,1,0
ENSG00000258770,LINC02330,1,0.4
ENSG00000258771,BCAR1P2,1,0
ENSG00000258779,LINC01568,1,0
ENSG00000258780,BMS1P15,1,-0.3
ENSG00000258783,KRT18P6,1,0
ENSG00000258785,LINC01580,1,0
ENSG00000258787,SEPHS1P2,1,0
ENSG00000258791,LINC00520,0.000752433,3.9
ENSG00000258792,AL137230.2,1,0
ENSG00000258794,DUX4L27,0.905857828,0.2
ENSG00000258803,AL355103.1,1,0.4
ENSG00000258804,LINC01148,1,0.2
ENSG00000258806,OR11H7,0.990810214,0
ENSG00000258812,TRAV33,1,0
ENSG00000258817,OR4C13,1,0
ENSG00000258818,RNASE4,0.88009439,0.3
ENSG00000258819,LINC02289,1,1.6
ENSG00000258822,OR4K16P,1,0
ENSG00000258823,AL160314.3,1,0.2
ENSG00000258834,DUX4L4,1,0
ENSG00000258835,TRAV28,1,0
ENSG00000258836,AL121579.2,1,0
ENSG00000258839,MC1R,0.594506197,-0.4
ENSG00000258841,EEF1A1P2,1,0
ENSG00000258843,AL133485.2,1,0.2
ENSG00000258849,OR7E159P,1,0
ENSG00000258855,OR11J2P,1,0
ENSG00000258867,LINC01146,1,0
ENSG00000258869,LINC02312,1,0
ENSG00000258872,FDPSP3,1,0.4
ENSG00000258873,DUXA,1,0
ENSG00000258874,AC009396.3,1,0
ENSG00000258877,ATP5F1AP4,1,0
ENSG00000258878,AL355076.3,1,0
ENSG00000258883,AC068446.3,1,0
ENSG00000258884,LINC02321,0.114478767,2.1
ENSG00000258890,CEP95,0.231008731,-0.4
ENSG00000258899,OR4U1P,1,0
ENSG00000258905,TRAV32,1,0
ENSG00000258906,AL157687.1,1,0
ENSG00000258907,AC009779.5,1,0
ENSG00000258912,LINC02316,1,-0.3
ENSG00000258913,LINC02691,1,0
ENSG00000258920,FOXN3-AS1,5.43e-06,3.9
ENSG00000258926,AL355916.2,1,0.7
ENSG00000258928,AL358333.2,1,0
ENSG00000258932,AL390334.1,1,0
ENSG00000258940,AL132639.2,0.88009439,0.3
ENSG00000258947,TUBB3,0.889072891,0.1
ENSG00000258949,AL049870.3,0.905469666,-0.2
ENSG00000258951,KRT18P7,1,0
ENSG00000258955,LINC00519,0.188645404,1.4
ENSG00000258962,AL121839.1,1,0
ENSG00000258966,GTF3AP2,1,-0.3
ENSG00000258969,LINC02307,1,0
ENSG00000258972,NDUFB8P1,1,0
ENSG00000258977,LINC01467,1,0.9
ENSG00000258978,HIF1AP1,1,0.1
ENSG00000258979,LINC02299,1,-0.5
ENSG00000258980,EIF1AXP2,1,0
ENSG00000258984,UBE2F-SCLY,1,0.4
ENSG00000258986,TMEM179,1,0.6
ENSG00000258988,AL135978.1,1,-0.3
ENSG00000258991,DUX4L19,1,0
ENSG00000258992,TSPY1,1,0
ENSG00000258992,TSPY1,1,0
ENSG00000258992,TSPY1,1,0
ENSG00000259000,DOCK11P1,1,-0.1
ENSG00000259004,LINC02285,1,-0.3
ENSG00000259009,TPRX2P,1,0
ENSG00000259012,MTCYBP27,1,0
ENSG00000259016,AL391156.1,1,0
ENSG00000259023,LINC00524,1,0
ENSG00000259024,TVP23C-CDRT4,1,0.2
ENSG00000259025,AC037471.1,1,0
ENSG00000259029,DUX4L18,1,0
ENSG00000259030,FPGT-TNNI3K,0.217458384,1.8
ENSG00000259040,BLOC1S5-TXNDC5,1,0
ENSG00000259043,BRD7P1,1,0
ENSG00000259046,AL049870.4,1,0
ENSG00000259054,LINC02332,1,0.4
ENSG00000259056,DUXAP1,1,-0.1
ENSG00000259057,AC105109.1,1,0
ENSG00000259062,ACTN1-AS1,0.393019078,1.1
ENSG00000259070,LINC00639,1,0.2
ENSG00000259073,FOXN3-AS2,1,0.2
ENSG00000259075,POC1B-GALNT4,1,0.9
ENSG00000259082,LINC02314,1,0
ENSG00000259083,AL132639.3,1,0.2
ENSG00000259089,GRAMD4P5,1,0
ENSG00000259090,SEPTIN7P1,1,0.5
ENSG00000259091,LINC00517,0.952883962,-0.1
ENSG00000259092,TRAV30,1,0
ENSG00000259095,GTF2IP22,1,0
ENSG00000259102,SMARCE1P3,1,0.2
ENSG00000259104,PTCSC3,1,0
ENSG00000259105,RPS3AP4,1,0
ENSG00000259107,LINC00911,1,0
ENSG00000259110,LINC02304,1,0
ENSG00000259112,NDUFC2-KCTD14,1,0
ENSG00000259116,AL049869.3,0.51136583,0.9
ENSG00000259118,AL139022.1,0.579186271,0.9
ENSG00000259120,SMIM6,1,-0.3
ENSG00000259125,LRP1-AS,0.596118852,0.9
ENSG00000259129,LINC00648,2.06e-05,-4.7
ENSG00000259134,LINC00924,1,0.2
ENSG00000259142,LINC00644,1,0
ENSG00000259150,LINC00929,1,0
ENSG00000259151,CAP2P1,1,0.2
ENSG00000259153,AC004816.1,0.002856583,3.6
ENSG00000259154,DUX4L17,1,0
ENSG00000259163,AL096869.2,1,0.5
ENSG00000259165,DDX18P1,0.714011638,0.6
ENSG00000259169,GNRHR2P1,1,0.2
ENSG00000259170,AC090985.2,1,0.4
ENSG00000259172,AC023024.1,0.166784166,1.9
ENSG00000259173,AC090515.4,1,0
ENSG00000259175,AC108451.1,1,0.4
ENSG00000259183,MED28P6,1,0
ENSG00000259186,MRPS15P1,1,0.6
ENSG00000259188,AC025040.1,1,0.4
ENSG00000259200,AC068722.1,0.706123872,0.7
ENSG00000259202,AC012568.1,1,0
ENSG00000259203,AC016044.1,1,0
ENSG00000259207,ITGB3,0.004375416,1.9
ENSG00000259216,AC084757.1,0.214757927,-1.4
ENSG00000259218,LINC00928,1,0
ENSG00000259219,AC084855.2,1,0.2
ENSG00000259224,SLC35G6,1,-0.3
ENSG00000259225,LINC02345,1,0.5
ENSG00000259230,LINC02323,1,0.4
ENSG00000259234,ANKRD34C-AS1,1,0.2
ENSG00000259237,LINC02490,1,0
ENSG00000259240,MIR4713HG,1,0
ENSG00000259245,LINC02853,1,0.4
ENSG00000259248,USP3-AS1,0.678422692,-0.7
ENSG00000259256,LINC01895,1,0
ENSG00000259262,NDUFA3P4,1,0
ENSG00000259267,LINC02622,1,0
ENSG00000259269,AC109630.1,1,0
ENSG00000259271,ANKRD62P1,1,0
ENSG00000259278,AC087878.1,1,0
ENSG00000259281,LINGO1-AS2,1,0
ENSG00000259282,SPATA8-AS1,1,0
ENSG00000259284,LINC02349,1,0
ENSG00000259289,LINC02206,1,0
ENSG00000259291,ZNF710-AS1,0.396482204,0.5
ENSG00000259293,LIPC-AS1,0.181559717,1.9
ENSG00000259295,CSPG4P12,0.684288847,-0.5
ENSG00000259299,AC061965.2,1,-0.3
ENSG00000259303,IGHV2OR16-5,1,0
ENSG00000259305,ZHX1-C8orf76,0.691865934,-0.6
ENSG00000259324,OR11K1P,1,0
ENSG00000259330,INAFM2,0.082952619,0.5
ENSG00000259332,ST20-MTHFS,1,0
ENSG00000259335,HNRNPMP1,1,0.2
ENSG00000259351,AC015914.1,1,0.4
ENSG00000259359,AC012409.1,1,0
ENSG00000259361,LINC00927,1,0.2
ENSG00000259362,AC046168.1,1,0.2
ENSG00000259379,MTND5P32,1,0
ENSG00000259384,GH1,1,0
ENSG00000259388,AC025040.2,1,0.2
ENSG00000259392,AC090877.1,0.762043509,0.5
ENSG00000259394,AC079328.1,0.462667272,-1
ENSG00000259399,TGIF2-RAB5IF,1,0
ENSG00000259403,AC020704.1,1,0
ENSG00000259411,HNRNPA1P45,1,0.6
ENSG00000259417,CTXND1,0.068015663,2.4
ENSG00000259419,HNRNPCP3,1,0
ENSG00000259420,AC046168.2,1,0
ENSG00000259422,AC091100.1,1,0.2
ENSG00000259423,AC113146.1,1,0
ENSG00000259426,AC027237.5,0.876185222,0.1
ENSG00000259427,DPPA5P2,1,0
ENSG00000259428,HMGB3P26,1,0
ENSG00000259431,THTPA,0.263453665,0.5
ENSG00000259435,OR4N3P,1,0
ENSG00000259436,AC010247.2,0.000195359,4.3
ENSG00000259438,MAPK6-DT,0.023025161,2.3
ENSG00000259439,LINC01833,1,0
ENSG00000259446,AC055874.1,1,0
ENSG00000259449,NIFKP8,1,0
ENSG00000259454,WBP1LP5,1,0
ENSG00000259456,ADNP-AS1,0.747712988,0.2
ENSG00000259458,AC100839.1,1,0.6
ENSG00000259462,CPEB1-AS1,0.122621269,2
ENSG00000259465,AHCYP7,1,0.2
ENSG00000259470,KRT8P9,1,0.6
ENSG00000259471,LINC01169,1,1.4
ENSG00000259473,LINC02205,1,0
ENSG00000259482,RORA-AS2,1,0
ENSG00000259485,LINC02253,1,0.2
ENSG00000259488,AC023355.2,0.292772619,1
ENSG00000259494,MRPL46,0.584968887,0.4
ENSG00000259495,AC016705.2,0.0020486,3.7
ENSG00000259502,AL132640.2,1,0
ENSG00000259507,AC103968.1,1,0
ENSG00000259509,AC073941.2,1,0
ENSG00000259516,ANP32AP1,1,-1.5
ENSG00000259518,LINC01583,1,-3.2
ENSG00000259520,AC051619.4,0.00649437,3.4
ENSG00000259525,GCSHP2,1,0
ENSG00000259527,LINC00052,1,0.2
ENSG00000259530,AC104574.1,1,0
ENSG00000259535,RPL21P12,1,0
ENSG00000259538,UBE2Q2P11,1,-0.1
ENSG00000259540,AC027020.1,1,0.4
ENSG00000259541,AP001150.1,1,0
ENSG00000259547,CYCSP2,1,0
ENSG00000259571,BLID,0.387586107,1.3
ENSG00000259582,AC026523.1,1,0.2
ENSG00000259583,AC015712.2,0.970091308,0
ENSG00000259588,AC012050.1,1,0
ENSG00000259600,AC066616.2,1,0
ENSG00000259601,AC092079.1,1,0
ENSG00000259611,LINC01582,1,0
ENSG00000259612,EEF1A1P22,0.985450109,0
ENSG00000259614,AC087477.6,1,0.2
ENSG00000259617,AC020661.3,1,0.2
ENSG00000259620,AC016987.1,1,0
ENSG00000259622,AC026956.1,1,0
ENSG00000259626,MTND3P12,1,0
ENSG00000259636,AC016987.2,1,0
ENSG00000259648,AL132640.3,1,0.4
ENSG00000259651,MTCO3P23,1,0
ENSG00000259663,AC010478.1,1,1.2
ENSG00000259664,LINC02254,1,0.2
ENSG00000259666,LINGO1-AS1,1,0
ENSG00000259671,MTCYBP23,1,0.2
ENSG00000259673,IQCH-AS1,0.036991155,-0.9
ENSG00000259674,AC092868.2,1,-0.3
ENSG00000259680,AC136428.1,1,0
ENSG00000259696,AC104759.1,1,0.1
ENSG00000259697,AC126323.2,1,0
ENSG00000259704,AC124248.1,1,0
ENSG00000259705,AC084757.3,0.000326088,2
ENSG00000259706,HSP90B2P,0.827292152,0.2
ENSG00000259710,NUTF2P6,1,0
ENSG00000259717,LINC00677,1,0
ENSG00000259719,LINC02284,1,0
ENSG00000259721,AC090877.2,0.000187707,2.4
ENSG00000259724,LINC01581,1,0
ENSG00000259736,CRTC3-AS1,0.44958372,1.2
ENSG00000259737,AC087516.2,1,0
ENSG00000259743,AC068714.1,1,0
ENSG00000259749,NCAPGP2,0.833635255,-0.4
ENSG00000259751,AC018868.2,1,1.2
ENSG00000259754,AC092078.2,1,0
ENSG00000259764,PCSK6-AS1,1,0
ENSG00000259768,AC004943.2,0.762099072,-0.2
ENSG00000259769,AC127381.1,1,0
ENSG00000259770,AC015871.1,1,0
ENSG00000259772,AC012236.1,1,0.8
ENSG00000259774,AC243562.3,1,-0.1
ENSG00000259779,LINC01922,1,0
ENSG00000259783,LINC02259,1,0.4
ENSG00000259800,AC145350.1,1,0
ENSG00000259802,AC012640.4,0.862166466,-0.2
ENSG00000259803,SLC22A31,0.003361017,3.6
ENSG00000259804,AC027682.1,1,0.1
ENSG00000259818,AL606760.3,0.095564549,2.3
ENSG00000259823,LYPD8,3.02e-05,-3.2
ENSG00000259826,AC072061.1,0.315930956,1.1
ENSG00000259831,LINC00567,1,0.2
ENSG00000259836,AGGF1P6,1,0
ENSG00000259837,LINC01904,1,0
ENSG00000259841,LINC01566,1,0.2
ENSG00000259847,LINC02126,0.42731539,1.1
ENSG00000259866,AC007599.1,1,0
ENSG00000259868,AL163952.1,1,0.9
ENSG00000259873,AC009117.1,1,0
ENSG00000259877,AC009113.1,0.04639299,0.8
ENSG00000259881,AC092384.2,1,0
ENSG00000259883,EHD4-AS1,1,1
ENSG00000259884,NR4A1AS,1,0.4
ENSG00000259887,FIGNL2-DT,1,0
ENSG00000259892,AC027139.1,1,0
ENSG00000259895,AC106820.2,0.969992203,-0.1
ENSG00000259904,ACTG1P15,1,-0.3
ENSG00000259905,PWRN1,1,0.2
ENSG00000259905,PWRN1,1,0.2
ENSG00000259916,AL845331.2,1,0.6
ENSG00000259922,AC023825.1,1,0
ENSG00000259933,AC009065.3,0.385978203,-1.1
ENSG00000259944,CDRT7,1,0
ENSG00000259947,LINC02124,1,0.2
ENSG00000259948,AC124068.1,1,0
ENSG00000259954,IL21R-AS1,1,1.1
ENSG00000259956,RBM15B,0.908634718,0
ENSG00000259961,AL354712.1,1,0
ENSG00000259964,THSD4-AS1,1,0.2
ENSG00000259974,LINC00261,1,0
ENSG00000259978,MRPS21P8,1,0
ENSG00000259979,VN1R68P,1,0
ENSG00000260001,TGFBR3L,1,0.5
ENSG00000260009,LINC02130,1,-0.1
ENSG00000260019,LINC01992,1,0
ENSG00000260024,MRPS21P7,1,0
ENSG00000260026,LINC02189,1,0
ENSG00000260027,HOXB7,1.14e-05,1.2
ENSG00000260032,NORAD,0.172398043,-0.3
ENSG00000260034,LCMT1-AS2,0.748794191,0.5
ENSG00000260047,BCAP31P2,1,-0.3
ENSG00000260053,ABCB10P4,1,0
ENSG00000260063,AL512408.1,0.000424455,2.7
ENSG00000260067,MTND4LP25,1,0
ENSG00000260071,AC012178.1,1,0
ENSG00000260075,NSFP1,0.60351245,-0.8
ENSG00000260083,MIR762HG,0.439307759,0.9
ENSG00000260086,AC007611.1,0.062332551,2.1
ENSG00000260088,DDX59-AS1,0.158627386,2
ENSG00000260089,ADAM3B,1,0.2
ENSG00000260094,LINC00564,1,0
ENSG00000260097,SPDYE6,0.709850086,0.6
ENSG00000260101,AC008074.2,0.012555033,2.7
ENSG00000260102,LINC01070,1,0
ENSG00000260115,AC012174.1,1,0
ENSG00000260125,AGBL1-AS1,0.145187012,2
ENSG00000260133,CA5AP1,1,0
ENSG00000260134,C1QL1P1,1,0
ENSG00000260139,CSPG4P13,0.809063045,-0.4
ENSG00000260144,AC100827.2,1,0
ENSG00000260146,AC132186.1,1,0
ENSG00000260147,MTND5P34,1,0
ENSG00000260151,LINC02673,1,0
ENSG00000260153,RARRES2P10,1,0
ENSG00000260161,MTCYBP28,1,0
ENSG00000260172,LINC01413,1,0
ENSG00000260187,PPIAP48,1,0
ENSG00000260192,LINC02240,1,0.9
ENSG00000260207,DUX4L47,1,0
ENSG00000260220,CCDC187,1,0.2
ENSG00000260224,UBL5P4,1,0
ENSG00000260228,AC009119.1,0.022767713,2.6
ENSG00000260229,PPIAP51,1,0
ENSG00000260230,FRRS1L,1,1.7
ENSG00000260231,KDM7A-DT,0.838719584,0.2
ENSG00000260236,AC099778.1,0.039705816,1.6
ENSG00000260238,PMF1-BGLAP,1,0
ENSG00000260251,AC092368.1,1,0
ENSG00000260257,AL035071.1,0.839974717,0.2
ENSG00000260258,AC007346.1,1,0
ENSG00000260260,SNHG19,0.122654141,-0.8
ENSG00000260264,LINC2194,1,0
ENSG00000260266,PPIAP46,0.145328561,2.1
ENSG00000260268,LINC00919,1,0
ENSG00000260278,AC098818.2,1,1
ENSG00000260279,AC137932.1,0.222360569,1
ENSG00000260279,AC137932.1,0.222360569,1
ENSG00000260280,SLX1B-SULT1A4,1,0
ENSG00000260284,TPSP2,1,0.2
ENSG00000260286,ARMH2,1,-0.3
ENSG00000260287,TBC1D3G,1,0
ENSG00000260288,AC019294.2,1,0.4
ENSG00000260291,FRG2GP,1,0.2
ENSG00000260298,ACTG1P16,1,0
ENSG00000260305,NTRK3-AS1,1,0
ENSG00000260314,MRC1,1,1.2
ENSG00000260316,AL008727.1,1,0.7
ENSG00000260325,HSPB9,0.510299884,1
ENSG00000260332,AC010546.1,1,0
ENSG00000260339,HEXA-AS1,0.027146098,2.9
ENSG00000260343,LINC01043,1,0
ENSG00000260372,AQP4-AS1,1,0
ENSG00000260378,AC109597.1,1,0
ENSG00000260379,AC074052.1,1,0
ENSG00000260388,LINC00562,0.576314894,0.9
ENSG00000260394,Z92544.1,1,0.2
ENSG00000260420,LINC02182,1,0.4
ENSG00000260423,LINC02367,0.959078395,-0.1
ENSG00000260427,AGGF1P9,1,0
ENSG00000260428,SCX,1,1.1
ENSG00000260431,AC074051.2,1,0
ENSG00000260433,LINC01917,1,0.2
ENSG00000260433,LINC01917,1,0.2
ENSG00000260438,AC018552.1,1,0
ENSG00000260439,LMF1-AS1,1,1.1
ENSG00000260442,ATP2A1-AS1,0.896697267,-0.2
ENSG00000260452,TPRKBP2,1,0.2
ENSG00000260454,AL355607.2,0.753300164,-0.4
ENSG00000260456,C16orf95,0.156874494,1.4
ENSG00000260458,KCNJ18,1,0
ENSG00000260468,LINC01290,1,0.2
ENSG00000260471,PPIAP49,1,-0.3
ENSG00000260475,AL353719.1,1,0.9
ENSG00000260477,LINC01584,1,0
ENSG00000260480,C2orf69P4,1,0
ENSG00000260492,CISTR,1,0
ENSG00000260493,AC011773.4,1,0.2
ENSG00000260494,AC002310.3,1,0.4
ENSG00000260516,AC133548.1,1,0
ENSG00000260519,AC096734.2,1,0
ENSG00000260520,AC010547.3,1,0
ENSG00000260524,CYP3A52P,1,0
ENSG00000260551,PWRN2,1,0
ENSG00000260552,AC023043.1,0.15089258,1.8
ENSG00000260573,AC007493.1,1,0
ENSG00000260577,AC126773.4,1,0.2
ENSG00000260581,AC011374.1,1,0.7
ENSG00000260582,TPST2P1,1,0.2
ENSG00000260583,AP000223.1,0.553535202,0.9
ENSG00000260589,STAM-AS1,0.377797587,-0.9
ENSG00000260592,AC130456.3,1,0.2
ENSG00000260595,OR4C49P,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260596,DUX4,1,0
ENSG00000260598,FRG2IP,1,0.4
ENSG00000260599,AC011467.1,1,0
ENSG00000260610,AC142086.3,1,0
ENSG00000260613,Z98885.2,1,0.2
ENSG00000260616,AC007728.1,1,0.2
ENSG00000260625,AC026471.2,0.483718912,1
ENSG00000260628,AC142381.3,1,0.1
ENSG00000260629,BGLT3,1,0
ENSG00000260630,SNAI3-AS1,0.489173105,0.5
ENSG00000260631,RBM22P12,1,0
ENSG00000260644,HERC2P5,1,0
ENSG00000260653,AC237221.1,1,0
ENSG00000260675,AC109446.2,1,0
ENSG00000260676,LINC01541,1,0
ENSG00000260689,HNRNPA3P11,1,0
ENSG00000260691,ANKRD20A1,1,0
ENSG00000260691,ANKRD20A1,1,0
ENSG00000260704,LINC00543,0.199312274,1.8
ENSG00000260708,AL118516.1,0.701746872,0.3
ENSG00000260720,LINC01243,1,0
ENSG00000260722,VN1R67P,1,0
ENSG00000260727,SLC7A5P1,0.54807692,1
ENSG00000260731,KRT8P22,1,0
ENSG00000260734,TLE7,1,0
ENSG00000260735,AC139256.2,0.875898261,0.3
ENSG00000260737,LINC01227,1,0
ENSG00000260738,LINC00554,1,0
ENSG00000260763,AC106799.3,1,0
ENSG00000260778,AC009065.5,0.827605341,0.3
ENSG00000260779,AP001180.1,1,0
ENSG00000260781,ARHGAP23P1,1,-0.5
ENSG00000260785,CASC17,1,0.4
ENSG00000260788,AC009063.2,1,0.4
ENSG00000260790,AC092338.2,1,1.2
ENSG00000260792,LINC02280,1,0.6
ENSG00000260793,AC003102.1,0.838745068,-0.3
ENSG00000260799,KRT8P50,1,0
ENSG00000260802,SERTM2,0.13423413,2.1
ENSG00000260804,LINC01963,0.053449115,0.7
ENSG00000260807,CEROX1,1,1.1
ENSG00000260809,VPS35P1,1,0.1
ENSG00000260811,OR4C45,1,0
ENSG00000260817,AC074051.3,1,0
ENSG00000260832,AC125793.1,1,0
ENSG00000260840,LINC01964,1,0
ENSG00000260850,AC007344.1,1,0.6
ENSG00000260852,FBXL19-AS1,0.014494017,1.2
ENSG00000260862,AC099506.1,1,-0.2
ENSG00000260863,CYP2C60P,1,0
ENSG00000260866,AC138915.2,1,0
ENSG00000260868,LINC01960,0.043309887,2.7
ENSG00000260876,LINC01229,1,-0.7
ENSG00000260880,HCCAT5,1,0.9
ENSG00000260883,VN1R65P,1,0
ENSG00000260884,AC009120.3,0.516277946,0.9
ENSG00000260886,TAT-AS1,1,0.2
ENSG00000260887,CASC22,1,0
ENSG00000260887,CASC22,1,0
ENSG00000260896,ARLNC1,0.000671,-2.6
ENSG00000260898,ADPGK-AS1,0.031939099,2.8
ENSG00000260902,LINC02011,1,0
ENSG00000260903,XKR7,1,-0.3
ENSG00000260913,LINC01254,1,0
